ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Cirbp	cold inducible RNA binding protein(Cirbp)	Mus musculus	NA	NA	GO:0009411~response to UV,GO:0030308~negative regulation of cell growth,GO:0034063~stress granule assembly,GO:0045727~positive regulation of translation,GO:0048255~mRNA stabilization,GO:0070417~cellular response to cold,GO:1902806~regulation of cell cycle G1/S phase transition,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0010494~cytoplasmic stress granule,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0008266~poly(U) RNA binding,GO:0030371~translation repressor activity,GO:0044822~poly(A) RNA binding,GO:0070181~small ribosomal subunit rRNA binding,	IPR000504:RNA recognition motif domain,IPR003954:RNA recognition motif domain, eukaryote,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,SM00361:RRM_1,	Activator,Complete proteome,Cytoplasm,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repressor,RNA-binding,Stress response,	chain:Cold-inducible RNA-binding protein,compositionally biased region:Gly-rich,domain:RRM,mutagenesis site,
Csde1	cold shock domain containing E1, RNA binding(Csde1)	Mus musculus	NA	NA	GO:0006355~regulation of transcription, DNA-templated,GO:0070966~nuclear-transcribed mRNA catabolic process, no-go decay,	GO:0005737~cytoplasm,GO:0005743~mitochondrial inner membrane,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0070937~CRD-mediated mRNA stability complex,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR002059:Cold-shock protein, DNA-binding,IPR011129:Cold shock protein,IPR012340:Nucleic acid-binding, OB-fold,IPR019844:Cold-shock conserved site,IPR024642:SUZ-C domain,	NA	NA	SM00357:CSP,	Acetylation,Complete proteome,Cytoplasm,Isopeptide bond,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,Transmembrane,Transmembrane helix,Ubl conjugation,	chain:Cold shock domain-containing protein E1,domain:CSD 1,domain:CSD 2; truncated,domain:CSD 3,domain:CSD 4; truncated,domain:CSD 5,domain:CSD 6,domain:CSD 7,domain:CSD 8,domain:CSD 9,modified residue,
Cryz	crystallin, zeta(Cryz)	Mus musculus	m_arenrf2Pathway:Oxidative Stress Induced Gene Expression Via Nrf2,	Energy production and conversion / General function prediction only,	GO:0042178~xenobiotic catabolic process,GO:0051289~protein homotetramerization,GO:0055114~oxidation-reduction process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0003960~NADPH:quinone reductase activity,GO:0008270~zinc ion binding,GO:0016491~oxidoreductase activity,GO:0050661~NADP binding,GO:0070402~NADPH binding,	IPR002085:Alcohol dehydrogenase superfamily, zinc-type,IPR002364:Quinone oxidoreductase/zeta-crystallin, conserved site,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR013154:Alcohol dehydrogenase GroES-like,IPR016040:NAD(P)-binding domain,IPR020843:Polyketide synthase, enoylreductase,	NA	NA	SM00829:SM00829,	Acetylation,Complete proteome,Cytoplasm,NADP,Oxidoreductase,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,	chain:Quinone oxidoreductase,modified residue,sequence conflict,
Dkc1	dyskeratosis congenita 1, dyskerin(Dkc1)	Mus musculus	NA	NA	GO:0000154~rRNA modification,GO:0000454~snoRNA guided rRNA pseudouridine synthesis,GO:0000495~box H/ACA snoRNA 3'-end processing,GO:0001522~pseudouridine synthesis,GO:0006364~rRNA processing,GO:0006396~RNA processing,GO:0007004~telomere maintenance via telomerase,GO:0008283~cell proliferation,GO:0009451~RNA modification,GO:0031118~rRNA pseudouridine synthesis,GO:0031120~snRNA pseudouridine synthesis,GO:0032212~positive regulation of telomere maintenance via telomerase,GO:0033979~box H/ACA snoRNA metabolic process,GO:0042254~ribosome biogenesis,GO:0051973~positive regulation of telomerase activity,GO:0090669~telomerase RNA stabilization,GO:1904851~positive regulation of establishment of protein localization to telomere,GO:1904874~positive regulation of telomerase RNA localization to Cajal body,GO:1990481~mRNA pseudouridine synthesis,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005697~telomerase holoenzyme complex,GO:0005730~nucleolus,GO:0005732~small nucleolar ribonucleoprotein complex,GO:0015030~Cajal body,GO:0030529~intracellular ribonucleoprotein complex,GO:0031429~box H/ACA snoRNP complex,GO:0072588~box H/ACA RNP complex,GO:0090661~box H/ACA telomerase RNP complex,	GO:0003720~telomerase activity,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0009982~pseudouridine synthase activity,GO:0016853~isomerase activity,GO:0034513~box H/ACA snoRNA binding,GO:0044822~poly(A) RNA binding,GO:0070034~telomerase RNA binding,	IPR002478:Pseudouridine synthase/archaeosine transglycosylase,IPR002501:Pseudouridine synthase II,IPR004521:Uncharacterised domain CHP00451,IPR004802:tRNA pseudouridine synthase B family,IPR012960:Dyskerin-like,IPR015947:PUA-like domain,IPR020103:Pseudouridine synthase, catalytic domain,	mmu03008:Ribosome biogenesis in eukaryotes,	NA	SM00359:PUA,SM01136:SM01136,	Acetylation,Complete proteome,Isomerase,Isopeptide bond,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,Ribosome biogenesis,RNA-binding,rRNA processing,Ubl conjugation,	active site:Nucleophile,chain:H/ACA ribonucleoprotein complex subunit 4,compositionally biased region:Poly-Lys,domain:PUA,modified residue,mutagenesis site,region of interest:Nuclear and nucleolar localization,region of interest:Nucleolar localization,
Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha(Eif2s1)	Mus musculus	m_chemicalPathway:Apoptotic Signaling in Response to DNA Damage,m_eif2Pathway:Regulation of eIF2,m_eifPathway:Eukaryotic protein translation,m_igf1mtorPathway:Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway,m_rnaPathway:Double Stranded RNA Induced Gene Expression,	Translation, ribosomal structure and biogenesis,	GO:0002230~positive regulation of defense response to virus by host,GO:0006412~translation,GO:0006413~translational initiation,GO:0006417~regulation of translation,GO:0007568~aging,GO:0032057~negative regulation of translational initiation in response to stress,GO:0034198~cellular response to amino acid starvation,GO:0034605~cellular response to heat,GO:0034644~cellular response to UV,GO:0034976~response to endoplasmic reticulum stress,GO:0043558~regulation of translational initiation in response to stress,GO:0046777~protein autophosphorylation,GO:0098779~mitophagy in response to mitochondrial depolarization,GO:0098792~xenophagy,GO:1901216~positive regulation of neuron death,GO:1905098~negative regulation of guanyl-nucleotide exchange factor activity,GO:1990737~response to manganese-induced endoplasmic reticulum stress,GO:2000676~positive regulation of type B pancreatic cell apoptotic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005850~eukaryotic translation initiation factor 2 complex,GO:0005851~eukaryotic translation initiation factor 2B complex,GO:0010494~cytoplasmic stress granule,GO:0016020~membrane,GO:0033290~eukaryotic 48S preinitiation complex,GO:0043614~multi-eIF complex,GO:0044207~translation initiation ternary complex,GO:0070062~extracellular exosome,GO:0097451~glial limiting end-foot,	GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003743~translation initiation factor activity,GO:0005515~protein binding,GO:0043022~ribosome binding,GO:0044822~poly(A) RNA binding,	IPR003029:Ribosomal protein S1, RNA-binding domain,IPR011488:Translation initiation factor 2, alpha subunit,IPR012340:Nucleic acid-binding, OB-fold,IPR022967:RNA-binding domain, S1,IPR024054:Translation initiation factor 2, alpha subunit, middle domain,IPR024055:Translation initiation factor 2, alpha subunit, C-terminal,	mmu03013:RNA transport,mmu04141:Protein processing in endoplasmic reticulum,mmu04932:Non-alcoholic fatty liver disease (NAFLD),mmu05160:Hepatitis C,mmu05162:Measles,mmu05164:Influenza A,mmu05168:Herpes simplex infection,	NA	SM00316:SM00316,	Acetylation,Coiled coil,Complete proteome,Initiation factor,Phosphoprotein,Protein biosynthesis,Reference proteome,RNA-binding,Translation regulation,	chain:Eukaryotic translation initiation factor 2 subunit 1,domain:S1 motif,modified residue,
Eif3a	eukaryotic translation initiation factor 3, subunit A(Eif3a)	Mus musculus	m_eifPathway:Eukaryotic protein translation,m_iresPathway:Internal Ribosome entry pathway,m_mtorPathway:mTOR Signaling Pathway,	NA	GO:0001731~formation of translation preinitiation complex,GO:0001732~formation of cytoplasmic translation initiation complex,GO:0002188~translation reinitiation,GO:0006412~translation,GO:0006413~translational initiation,GO:0006446~regulation of translational initiation,GO:0070373~negative regulation of ERK1 and ERK2 cascade,GO:0075522~IRES-dependent viral translational initiation,GO:0075525~viral translational termination-reinitiation,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005852~eukaryotic translation initiation factor 3 complex,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0016020~membrane,GO:0016282~eukaryotic 43S preinitiation complex,GO:0033290~eukaryotic 48S preinitiation complex,GO:0043614~multi-eIF complex,GO:0071540~eukaryotic translation initiation factor 3 complex, eIF3e,GO:0071541~eukaryotic translation initiation factor 3 complex, eIF3m,	GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003743~translation initiation factor activity,GO:0005515~protein binding,GO:0030971~receptor tyrosine kinase binding,GO:0044822~poly(A) RNA binding,	IPR000717:Proteasome component (PCI) domain,IPR027512:Eukaryotic translation initiation factor 3 subunit A,	mmu03013:RNA transport,	NA	SM00088:PINT,	Acetylation,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Initiation factor,Nucleus,Phosphoprotein,Protein biosynthesis,Reference proteome,Repeat,RNA editing,RNA-binding,	chain:Eukaryotic translation initiation factor 3 subunit A,compositionally biased region:Asp-rich,compositionally biased region:Glu-rich,domain:PCI,modified residue,region of interest:21 X 10 AA approximate tandem repeats of [DA]-[DE]-[ED]-R-[PLIGFSV]-[RPS]-[RW]- [RL]-[GNIHT]-[DGLPTAM],region of interest:Interaction with EIF3B,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:1; truncated,repeat:2,repeat:20,repeat:21; approximate,repeat:3; approximate,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,
Eif3b	eukaryotic translation initiation factor 3, subunit B(Eif3b)	Mus musculus	NA	General function prediction only,	GO:0001731~formation of translation preinitiation complex,GO:0006412~translation,GO:0006413~translational initiation,GO:0006446~regulation of translational initiation,GO:0075522~IRES-dependent viral translational initiation,GO:0075525~viral translational termination-reinitiation,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005852~eukaryotic translation initiation factor 3 complex,GO:0016282~eukaryotic 43S preinitiation complex,GO:0033290~eukaryotic 48S preinitiation complex,GO:0070062~extracellular exosome,GO:0071541~eukaryotic translation initiation factor 3 complex, eIF3m,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003743~translation initiation factor activity,GO:0031369~translation initiation factor binding,	IPR000504:RNA recognition motif domain,IPR011042:Six-bladed beta-propeller, TolB-like,IPR011400:Eukaryotic translation initiation factor 3 subunit B,IPR012677:Nucleotide-binding, alpha-beta plait,IPR013979:Translation initiation factor, beta propellor-like domain,IPR015943:WD40/YVTN repeat-like-containing domain,	mmu03013:RNA transport,	PIRSF036424:translation initiation factor eIF-3b,	SM00360:RRM,	Acetylation,Complete proteome,Cytoplasm,Initiation factor,Phosphoprotein,Protein biosynthesis,Proteomics identification,Reference proteome,Repeat,RNA-binding,WD repeat,	chain:Eukaryotic translation initiation factor 3 subunit B,domain:RRM,modified residue,region of interest:Sufficient for interaction with EIF3E,region of interest:Sufficient for interaction with EIF3J,repeat:WD 1,repeat:WD 2,repeat:WD 3,repeat:WD 4,repeat:WD 5,
Eif3d	eukaryotic translation initiation factor 3, subunit D(Eif3d)	Mus musculus	NA	NA	GO:0001731~formation of translation preinitiation complex,GO:0001732~formation of cytoplasmic translation initiation complex,GO:0002191~cap-dependent translational initiation,GO:0006412~translation,GO:0006413~translational initiation,GO:0006446~regulation of translational initiation,GO:0075522~IRES-dependent viral translational initiation,GO:0075525~viral translational termination-reinitiation,	GO:0005737~cytoplasm,GO:0005852~eukaryotic translation initiation factor 3 complex,GO:0016020~membrane,GO:0016282~eukaryotic 43S preinitiation complex,GO:0033290~eukaryotic 48S preinitiation complex,GO:0071541~eukaryotic translation initiation factor 3 complex, eIF3m,	GO:0003723~RNA binding,GO:0003743~translation initiation factor activity,GO:0044822~poly(A) RNA binding,GO:0098808~mRNA cap binding,	IPR007783:Eukaryotic translation initiation factor 3 subunit D,	mmu03013:RNA transport,	PIRSF016281:translation initiation factor eIF-3, subunit d,	NA	Acetylation,Complete proteome,Cytoplasm,Initiation factor,Phosphoprotein,Protein biosynthesis,Reference proteome,RNA-binding,	chain:Eukaryotic translation initiation factor 3 subunit D,compositionally biased region:Asp/Glu-rich,modified residue,sequence conflict,
Eif3g	eukaryotic translation initiation factor 3, subunit G(Eif3g)	Mus musculus	NA	NA	GO:0001731~formation of translation preinitiation complex,GO:0006412~translation,GO:0006413~translational initiation,GO:0006446~regulation of translational initiation,GO:0075525~viral translational termination-reinitiation,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005852~eukaryotic translation initiation factor 3 complex,GO:0016282~eukaryotic 43S preinitiation complex,GO:0033290~eukaryotic 48S preinitiation complex,GO:0048471~perinuclear region of cytoplasm,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003743~translation initiation factor activity,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR017334:Eukaryotic translation initiation factor 3 subunit G,IPR024675:Eukaryotic translation initiation factor 3 subunit G, N-terminal,	mmu03013:RNA transport,	PIRSF037949:translation initiation factor 3, RNA-binding subunit,	SM00360:RRM,	Complete proteome,Cytoplasm,Initiation factor,Nucleus,Phosphoprotein,Protein biosynthesis,Reference proteome,RNA-binding,	chain:Eukaryotic translation initiation factor 3 subunit G,domain:RRM,modified residue,sequence conflict,
Eif4g3	eukaryotic translation initiation factor 4 gamma, 3(Eif4g3)	Mus musculus	m_iresPathway:Internal Ribosome entry pathway,m_mtorPathway:mTOR Signaling Pathway,	NA	GO:0001934~positive regulation of protein phosphorylation,GO:0006412~translation,GO:0006413~translational initiation,GO:0006417~regulation of translation,GO:0007283~spermatogenesis,GO:0045727~positive regulation of translation,GO:0060903~positive regulation of meiosis I,	NA	GO:0003723~RNA binding,GO:0003743~translation initiation factor activity,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR003307:W2 domain,IPR003890:MIF4G-like, type 3,IPR003891:Initiation factor eIF-4 gamma, MA3,IPR016021:MIF4-like, type 1/2/3,IPR016024:Armadillo-type fold,	mmu03013:RNA transport,mmu05416:Viral myocarditis,	NA	SM00515:eIF5C,SM00543:MIF4G,SM00544:MA3,	Alternative splicing,Coiled coil,Complete proteome,Initiation factor,Phosphoprotein,Protein biosynthesis,Proteomics identification,Reference proteome,Repeat,RNA-binding,Translation regulation,	chain:Eukaryotic translation initiation factor 4 gamma 3,domain:MI,domain:MIF4G,domain:W2,modified residue,region of interest:eIF3/EIF4A-binding,region of interest:EIF4A-binding,region of interest:EIF4E-binding,region of interest:Necessary but not sufficient for MKNK1- binding,region of interest:PABPC1-binding,repeat:HEAT 1,repeat:HEAT 2,repeat:HEAT 3,repeat:HEAT 4,repeat:HEAT 5,sequence conflict,splice variant,
Eif4g1	eukaryotic translation initiation factor 4, gamma 1(Eif4g1)	Mus musculus	NA	NA	GO:0001662~behavioral fear response,GO:0006412~translation,GO:0006413~translational initiation,GO:0006417~regulation of translation,GO:0006446~regulation of translational initiation,GO:0045666~positive regulation of neuron differentiation,GO:0098609~cell-cell adhesion,	GO:0005737~cytoplasm,GO:0005913~cell-cell adherens junction,GO:0016020~membrane,GO:0016281~eukaryotic translation initiation factor 4F complex,	GO:0003723~RNA binding,GO:0003743~translation initiation factor activity,GO:0005515~protein binding,GO:0008190~eukaryotic initiation factor 4E binding,GO:0044822~poly(A) RNA binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR003307:W2 domain,IPR003890:MIF4G-like, type 3,IPR003891:Initiation factor eIF-4 gamma, MA3,IPR016021:MIF4-like, type 1/2/3,IPR016024:Armadillo-type fold,	mmu03013:RNA transport,mmu05416:Viral myocarditis,	NA	SM00515:eIF5C,SM00543:MIF4G,SM00544:MA3,	Acetylation,Alternative splicing,Complete proteome,Initiation factor,Methylation,Phosphoprotein,Protein biosynthesis,Proteomics identification,Reference proteome,RNA-binding,Translation regulation,	chain:Eukaryotic translation initiation factor 4 gamma 1,compositionally biased region:Asp/Glu-rich,domain:MI,domain:MIF4G,domain:W2,modified residue,region of interest:eIF3/EIF4A-binding,region of interest:EIF4A-binding,region of interest:EIF4E-binding,region of interest:Necessary but not sufficient for MKNK1- binding,region of interest:PABPC1-binding,splice variant,
